pokemon_slug,move_slug,method,level
primeape,brick-break,machine,0
primeape,bulk-up,machine,0
primeape,bulldoze,machine,0
primeape,close-combat,machine,0
primeape,close-combat,level-up,39
primeape,cross-chop,level-up,22
primeape,curse,machine,0
primeape,dig,machine,0
primeape,double-edge,machine,0
primeape,drain-punch,machine,0
primeape,earthquake,machine,0
primeape,encore,machine,0
primeape,endeavor,machine,0
primeape,endure,machine,0
primeape,facade,machine,0
primeape,final-gambit,level-up,57
primeape,fire-punch,machine,0
primeape,fling,machine,0
primeape,fling,level-up,1
primeape,focus-blast,machine,0
primeape,focus-energy,level-up,1
primeape,focus-punch,machine,0
primeape,fury-swipes,level-up,5
primeape,giga-impact,machine,0
primeape,gunk-shot,machine,0
primeape,helping-hand,machine,0
primeape,hyper-beam,machine,0
primeape,ice-punch,machine,0
primeape,lash-out,machine,0
primeape,leer,level-up,1
primeape,low-kick,machine,0
primeape,low-kick,level-up,8
primeape,low-sweep,machine,0
primeape,metronome,machine,0
primeape,outrage,machine,0
primeape,outrage,level-up,53
primeape,overheat,machine,0
primeape,poison-jab,machine,0
primeape,protect,machine,0
primeape,rage-fist,level-up,35
primeape,rain-dance,machine,0
primeape,rest,machine,0
primeape,reversal,machine,0
primeape,rock-slide,machine,0
primeape,rock-tomb,machine,0
primeape,scary-face,machine,0
primeape,scratch,level-up,1
primeape,screech,level-up,44
primeape,seed-bomb,machine,0
primeape,seismic-toss,level-up,15
primeape,shadow-claw,machine,0
primeape,sleep-talk,machine,0
primeape,smack-down,machine,0
primeape,spite,machine,0
primeape,stealth-rock,machine,0
primeape,stomping-tantrum,machine,0
primeape,stomping-tantrum,level-up,48
primeape,stone-edge,machine,0
primeape,substitute,machine,0
primeape,sunny-day,machine,0
primeape,swagger,level-up,17
primeape,swift,machine,0
primeape,take-down,machine,0
primeape,taunt,machine,0
primeape,tera-blast,machine,0
primeape,thief,machine,0
primeape,thrash,level-up,30
primeape,throat-chop,machine,0
primeape,thunder,machine,0
primeape,thunderbolt,machine,0
primeape,thunder-punch,machine,0
primeape,uproar,machine,0
primeape,u-turn,machine,0
primeape,vacuum-wave,machine,0
primeape,beat-up,egg,0
primeape,counter,egg,0
primeape,covet,level-up,1
primeape,curse,egg,0
primeape,encore,egg,0
primeape,night-slash,egg,0
primeape,spite,egg,0
growlithe,agility,machine,0
growlithe,agility,level-up,20
growlithe,bite,level-up,8
growlithe,body-slam,machine,0
growlithe,charm,machine,0
growlithe,close-combat,machine,0
growlithe,covet,egg,0
growlithe,crunch,machine,0
growlithe,crunch,level-up,32
growlithe,curse,machine,0
growlithe,dig,machine,0
growlithe,double-edge,machine,0
growlithe,double-edge,egg,0
growlithe,double-kick,egg,0
growlithe,ember,level-up,1
growlithe,endure,machine,0
growlithe,facade,machine,0
growlithe,fire-blast,machine,0
growlithe,fire-fang,machine,0
growlithe,fire-fang,level-up,24
growlithe,fire-spin,machine,0
growlithe,flame-charge,machine,0
growlithe,flamethrower,machine,0
growlithe,flamethrower,level-up,40
growlithe,flame-wheel,level-up,12
growlithe,flare-blitz,machine,0
growlithe,flare-blitz,level-up,56
growlithe,heat-wave,machine,0
growlithe,helping-hand,machine,0
growlithe,helping-hand,level-up,16
growlithe,howl,level-up,4
growlithe,leer,level-up,1
growlithe,morning-sun,egg,0
growlithe,outrage,machine,0
growlithe,overheat,machine,0
growlithe,play-rough,machine,0
growlithe,play-rough,level-up,48
growlithe,protect,machine,0
growlithe,psychic-fangs,machine,0
growlithe,raging-fury,egg,0
growlithe,rest,machine,0
growlithe,retaliate,level-up,28
growlithe,reversal,machine,0
growlithe,reversal,level-up,52
growlithe,roar,machine,0
growlithe,roar,level-up,44
growlithe,scary-face,machine,0
growlithe,sleep-talk,machine,0
growlithe,snarl,machine,0
growlithe,substitute,machine,0
growlithe,sunny-day,machine,0
growlithe,swift,machine,0
growlithe,take-down,machine,0
growlithe,take-down,level-up,36
growlithe,temper-flare,machine,0
growlithe,tera-blast,machine,0
growlithe,thief,machine,0
growlithe,thrash,egg,0
growlithe,thunder-fang,machine,0
growlithe,wild-charge,machine,0
growlithe,will-o-wisp,machine,0
growlithe-hisui,agility,machine,0
growlithe-hisui,bite,level-up,8
growlithe-hisui,body-slam,machine,0
growlithe-hisui,close-combat,machine,0
growlithe-hisui,covet,egg,0
growlithe-hisui,crunch,machine,0
growlithe-hisui,crunch,level-up,32
growlithe-hisui,dig,machine,0
growlithe-hisui,double-edge,machine,0
growlithe-hisui,double-edge,egg,0
growlithe-hisui,double-kick,egg,0
growlithe-hisui,ember,level-up,1
growlithe-hisui,endure,machine,0
growlithe-hisui,facade,machine,0
growlithe-hisui,fire-blast,machine,0
growlithe-hisui,fire-fang,machine,0
growlithe-hisui,fire-fang,level-up,24
growlithe-hisui,fire-spin,machine,0
growlithe-hisui,flame-charge,machine,0
growlithe-hisui,flamethrower,machine,0
growlithe-hisui,flamethrower,level-up,40
growlithe-hisui,flame-wheel,level-up,12
growlithe-hisui,flare-blitz,machine,0
growlithe-hisui,flare-blitz,level-up,56
growlithe-hisui,head-smash,egg,0
growlithe-hisui,heat-wave,machine,0
growlithe-hisui,helping-hand,machine,0
growlithe-hisui,helping-hand,level-up,16
growlithe-hisui,howl,level-up,4
growlithe-hisui,leer,level-up,1
growlithe-hisui,morning-sun,egg,0
growlithe-hisui,outrage,machine,0
growlithe-hisui,overheat,machine,0
growlithe-hisui,power-gem,machine,0
growlithe-hisui,protect,machine,0
growlithe-hisui,psychic-fangs,machine,0
growlithe-hisui,rest,machine,0
growlithe-hisui,retaliate,level-up,28
growlithe-hisui,reversal,machine,0
growlithe-hisui,reversal,level-up,52
growlithe-hisui,roar,machine,0
growlithe-hisui,roar,level-up,44
growlithe-hisui,rock-blast,machine,0
growlithe-hisui,rock-slide,machine,0
growlithe-hisui,rock-slide,level-up,48
growlithe-hisui,rock-tomb,machine,0
growlithe-hisui,sandstorm,machine,0
growlithe-hisui,scary-face,machine,0
growlithe-hisui,scorching-sands,machine,0
growlithe-hisui,sleep-talk,machine,0
growlithe-hisui,smack-down,machine,0
growlithe-hisui,smart-strike,machine,0
growlithe-hisui,stealth-rock,machine,0
growlithe-hisui,stone-edge,machine,0
growlithe-hisui,substitute,machine,0
growlithe-hisui,sunny-day,machine,0
growlithe-hisui,take-down,machine,0
growlithe-hisui,take-down,level-up,36
growlithe-hisui,temper-flare,machine,0
growlithe-hisui,tera-blast,machine,0
growlithe-hisui,thrash,egg,0
growlithe-hisui,thunder-fang,machine,0
growlithe-hisui,wild-charge,machine,0
growlithe-hisui,will-o-wisp,machine,0
growlithe-hisui,agility,level-up,20
growlithe-hisui,charm,machine,0
growlithe-hisui,curse,machine,0
growlithe-hisui,play-rough,machine,0
growlithe-hisui,play-rough,level-up,48
growlithe-hisui,raging-fury,egg,0
growlithe-hisui,snarl,machine,0
growlithe-hisui,swift,machine,0
growlithe-hisui,thief,machine,0
arcanine,aerial-ace,machine,0
arcanine,agility,machine,0
arcanine,agility,level-up,20
arcanine,bite,level-up,8
arcanine,body-slam,machine,0
arcanine,bulldoze,machine,0
arcanine,charm,machine,0
arcanine,close-combat,machine,0
arcanine,crunch,machine,0
arcanine,crunch,level-up,32
arcanine,curse,machine,0
arcanine,dig,machine,0
arcanine,double-edge,machine,0
arcanine,dragon-pulse,machine,0
arcanine,ember,level-up,1
arcanine,endure,machine,0
arcanine,extreme-speed,level-up,0
arcanine,facade,machine,0
arcanine,fire-blast,machine,0
arcanine,fire-fang,machine,0
arcanine,fire-fang,level-up,24
arcanine,fire-spin,machine,0
arcanine,flame-charge,machine,0
arcanine,flamethrower,machine,0
arcanine,flamethrower,level-up,40
arcanine,flame-wheel,level-up,12
arcanine,flare-blitz,machine,0
arcanine,flare-blitz,level-up,56
arcanine,giga-impact,machine,0
arcanine,heat-crash,machine,0
arcanine,heat-wave,machine,0
arcanine,helping-hand,machine,0
arcanine,helping-hand,level-up,16
arcanine,howl,level-up,4
arcanine,hyper-beam,machine,0
arcanine,hyper-voice,machine,0
arcanine,iron-head,machine,0
arcanine,leer,level-up,1
arcanine,outrage,machine,0
arcanine,overheat,machine,0
arcanine,play-rough,machine,0
arcanine,play-rough,level-up,48
arcanine,protect,machine,0
arcanine,psychic-fangs,machine,0
arcanine,rest,machine,0
arcanine,retaliate,level-up,28
arcanine,reversal,machine,0
arcanine,reversal,level-up,52
arcanine,roar,machine,0
arcanine,roar,level-up,44
arcanine,scary-face,machine,0
arcanine,scorching-sands,machine,0
arcanine,sleep-talk,machine,0
arcanine,snarl,machine,0
arcanine,solar-beam,machine,0
arcanine,substitute,machine,0
arcanine,sunny-day,machine,0
arcanine,swift,machine,0
arcanine,take-down,machine,0
arcanine,take-down,level-up,36
arcanine,temper-flare,machine,0
arcanine,tera-blast,machine,0
arcanine,thief,machine,0
arcanine,thunder-fang,machine,0
arcanine,wild-charge,machine,0
arcanine,will-o-wisp,machine,0
arcanine,covet,egg,0
arcanine,double-edge,egg,0
arcanine,double-kick,egg,0
arcanine,morning-sun,egg,0
arcanine,raging-fury,egg,0
arcanine,thrash,egg,0
arcanine-hisui,aerial-ace,machine,0
arcanine-hisui,agility,machine,0
arcanine-hisui,agility,level-up,20
arcanine-hisui,bite,level-up,8
arcanine-hisui,body-slam,machine,0
arcanine-hisui,bulldoze,machine,0
arcanine-hisui,close-combat,machine,0
arcanine-hisui,crunch,machine,0
arcanine-hisui,crunch,level-up,32
arcanine-hisui,dig,machine,0
arcanine-hisui,double-edge,machine,0
arcanine-hisui,dragon-pulse,machine,0
arcanine-hisui,ember,level-up,1
arcanine-hisui,endure,machine,0
arcanine-hisui,extreme-speed,level-up,0
arcanine-hisui,facade,machine,0
arcanine-hisui,fire-blast,machine,0
arcanine-hisui,fire-fang,machine,0
arcanine-hisui,fire-fang,level-up,24
arcanine-hisui,fire-spin,machine,0
arcanine-hisui,flame-charge,machine,0
arcanine-hisui,flamethrower,machine,0
arcanine-hisui,flamethrower,level-up,40
arcanine-hisui,flame-wheel,level-up,12
arcanine-hisui,flare-blitz,machine,0
arcanine-hisui,flare-blitz,level-up,56
arcanine-hisui,giga-impact,machine,0
arcanine-hisui,heat-crash,machine,0
arcanine-hisui,heat-wave,machine,0
arcanine-hisui,helping-hand,machine,0
arcanine-hisui,helping-hand,level-up,16
arcanine-hisui,howl,level-up,4
arcanine-hisui,hyper-beam,machine,0
arcanine-hisui,hyper-voice,machine,0
arcanine-hisui,iron-head,machine,0
arcanine-hisui,leer,level-up,1
arcanine-hisui,outrage,machine,0
arcanine-hisui,overheat,machine,0
arcanine-hisui,power-gem,machine,0
arcanine-hisui,protect,machine,0
arcanine-hisui,psychic-fangs,machine,0
arcanine-hisui,raging-fury,level-up,64
arcanine-hisui,rest,machine,0
arcanine-hisui,retaliate,level-up,28
arcanine-hisui,reversal,machine,0
arcanine-hisui,reversal,level-up,52
arcanine-hisui,roar,machine,0
arcanine-hisui,roar,level-up,44
arcanine-hisui,rock-blast,machine,0
arcanine-hisui,rock-slide,machine,0
arcanine-hisui,rock-slide,level-up,48
arcanine-hisui,rock-throw,level-up,1
arcanine-hisui,rock-tomb,machine,0
arcanine-hisui,sandstorm,machine,0
arcanine-hisui,scary-face,machine,0
arcanine-hisui,scorching-sands,machine,0
arcanine-hisui,sleep-talk,machine,0
arcanine-hisui,smack-down,machine,0
arcanine-hisui,smart-strike,machine,0
arcanine-hisui,snarl,machine,0
arcanine-hisui,solar-beam,machine,0
arcanine-hisui,stealth-rock,machine,0
arcanine-hisui,stone-edge,machine,0
arcanine-hisui,substitute,machine,0
arcanine-hisui,sunny-day,machine,0
arcanine-hisui,take-down,machine,0
arcanine-hisui,take-down,level-up,36
arcanine-hisui,temper-flare,machine,0
arcanine-hisui,tera-blast,machine,0
arcanine-hisui,thief,machine,0
arcanine-hisui,thunder-fang,machine,0
arcanine-hisui,wild-charge,machine,0
arcanine-hisui,will-o-wisp,machine,0
arcanine-hisui,covet,egg,0
arcanine-hisui,double-edge,egg,0
arcanine-hisui,double-kick,egg,0
arcanine-hisui,head-smash,egg,0
arcanine-hisui,morning-sun,egg,0
arcanine-hisui,thrash,egg,0
arcanine-hisui,charm,machine,0
arcanine-hisui,curse,machine,0
arcanine-hisui,play-rough,machine,0
arcanine-hisui,play-rough,level-up,48
arcanine-hisui,raging-fury,egg,0
arcanine-hisui,swift,machine,0
poliwag,amnesia,machine,0
poliwag,belly-drum,level-up,48
poliwag,blizzard,machine,0
poliwag,body-slam,machine,0
poliwag,body-slam,level-up,30
poliwag,bubble-beam,level-up,18
poliwag,bulldoze,machine,0
poliwag,chilling-water,machine,0
poliwag,dig,machine,0
poliwag,double-edge,machine,0
poliwag,double-edge,level-up,54
poliwag,earth-power,machine,0
poliwag,earth-power,level-up,36
poliwag,encore,machine,0
poliwag,endeavor,machine,0
poliwag,endeavor,egg,0
poliwag,endure,machine,0
poliwag,facade,machine,0
poliwag,focus-punch,machine,0
poliwag,haze,machine,0
poliwag,helping-hand,machine,0
poliwag,hydro-pump,machine,0
poliwag,hydro-pump,level-up,42
poliwag,hypnosis,level-up,1
poliwag,ice-beam,machine,0
poliwag,icy-wind,machine,0
poliwag,liquidation,machine,0
poliwag,low-kick,machine,0
poliwag,mist,egg,0
poliwag,muddy-water,machine,0
poliwag,muddy-water,egg,0
poliwag,mud-shot,machine,0
poliwag,mud-shot,level-up,12
poliwag,mud-slap,machine,0
poliwag,pound,level-up,6
poliwag,protect,machine,0
poliwag,psychic,machine,0
poliwag,rain-dance,machine,0
poliwag,rain-dance,level-up,24
poliwag,rest,machine,0
poliwag,sleep-talk,machine,0
poliwag,splash,egg,0
poliwag,substitute,machine,0
poliwag,surf,machine,0
poliwag,swift,machine,0
poliwag,take-down,machine,0
poliwag,tera-blast,machine,0
poliwag,thief,machine,0
poliwag,waterfall,machine,0
poliwag,water-gun,level-up,1
poliwag,water-pulse,machine,0
poliwag,water-pulse,egg,0
poliwag,weather-ball,machine,0
poliwag,whirlpool,machine,0
poliwhirl,amnesia,machine,0
poliwhirl,belly-drum,level-up,56
poliwhirl,blizzard,machine,0
poliwhirl,body-slam,machine,0
poliwhirl,body-slam,level-up,32
poliwhirl,brick-break,machine,0
poliwhirl,bubble-beam,level-up,18
poliwhirl,bulldoze,machine,0
poliwhirl,chilling-water,machine,0
poliwhirl,dig,machine,0
poliwhirl,double-edge,machine,0
poliwhirl,double-edge,level-up,66
poliwhirl,earth-power,machine,0
poliwhirl,earth-power,level-up,40
poliwhirl,earthquake,machine,0
poliwhirl,encore,machine,0
poliwhirl,endeavor,machine,0
poliwhirl,endure,machine,0
poliwhirl,facade,machine,0
poliwhirl,fling,machine,0
poliwhirl,focus-punch,machine,0
poliwhirl,haze,machine,0
poliwhirl,helping-hand,machine,0
poliwhirl,hydro-pump,machine,0
poliwhirl,hydro-pump,level-up,48
poliwhirl,hypnosis,level-up,1
poliwhirl,ice-beam,machine,0
poliwhirl,ice-punch,machine,0
poliwhirl,icy-wind,machine,0
poliwhirl,liquidation,machine,0
poliwhirl,low-kick,machine,0
poliwhirl,low-sweep,machine,0
poliwhirl,metronome,machine,0
poliwhirl,muddy-water,machine,0
poliwhirl,mud-shot,machine,0
poliwhirl,mud-shot,level-up,12
poliwhirl,mud-slap,machine,0
poliwhirl,pound,level-up,6
poliwhirl,protect,machine,0
poliwhirl,psychic,machine,0
poliwhirl,psych-up,machine,0
poliwhirl,rain-dance,machine,0
poliwhirl,rain-dance,level-up,24
poliwhirl,rest,machine,0
poliwhirl,sleep-talk,machine,0
poliwhirl,substitute,machine,0
poliwhirl,surf,machine,0
poliwhirl,swift,machine,0
poliwhirl,take-down,machine,0
poliwhirl,tera-blast,machine,0
poliwhirl,thief,machine,0
poliwhirl,waterfall,machine,0
poliwhirl,water-gun,level-up,1
poliwhirl,water-pulse,machine,0
poliwhirl,weather-ball,machine,0
poliwhirl,whirlpool,machine,0
poliwhirl,endeavor,egg,0
poliwhirl,mist,egg,0
poliwhirl,muddy-water,egg,0
poliwhirl,splash,egg,0
poliwhirl,water-pulse,egg,0
poliwrath,amnesia,machine,0
poliwrath,baton-pass,machine,0
poliwrath,belly-drum,level-up,56
poliwrath,blizzard,machine,0
poliwrath,body-slam,machine,0
poliwrath,body-slam,level-up,32
poliwrath,brick-break,machine,0
poliwrath,bubble-beam,level-up,18
poliwrath,bulk-up,machine,0
poliwrath,bulldoze,machine,0
poliwrath,chilling-water,machine,0
poliwrath,circle-throw,level-up,1
poliwrath,close-combat,machine,0
poliwrath,coaching,machine,0
poliwrath,dig,machine,0
poliwrath,double-edge,machine,0
poliwrath,double-edge,level-up,66
poliwrath,drain-punch,machine,0
poliwrath,dynamic-punch,level-up,0
poliwrath,earth-power,machine,0
poliwrath,earth-power,level-up,40
poliwrath,earthquake,machine,0
poliwrath,encore,machine,0
poliwrath,endeavor,machine,0
poliwrath,endure,machine,0
poliwrath,facade,machine,0
poliwrath,fling,machine,0
poliwrath,focus-blast,machine,0
poliwrath,focus-punch,machine,0
poliwrath,giga-impact,machine,0
poliwrath,haze,machine,0
poliwrath,helping-hand,machine,0
poliwrath,high-horsepower,machine,0
poliwrath,hydro-pump,machine,0
poliwrath,hydro-pump,level-up,48
poliwrath,hyper-beam,machine,0
poliwrath,hypnosis,level-up,1
poliwrath,ice-beam,machine,0
poliwrath,ice-punch,machine,0
poliwrath,icy-wind,machine,0
poliwrath,knock-off,machine,0
poliwrath,liquidation,machine,0
poliwrath,low-kick,machine,0
poliwrath,low-sweep,machine,0
poliwrath,metronome,machine,0
poliwrath,muddy-water,machine,0
poliwrath,mud-shot,machine,0
poliwrath,mud-shot,level-up,12
poliwrath,mud-slap,machine,0
poliwrath,poison-jab,machine,0
poliwrath,pound,level-up,6
poliwrath,protect,machine,0
poliwrath,psychic,machine,0
poliwrath,psych-up,machine,0
poliwrath,rain-dance,machine,0
poliwrath,rain-dance,level-up,24
poliwrath,rest,machine,0
poliwrath,reversal,machine,0
poliwrath,rock-slide,machine,0
poliwrath,rock-tomb,machine,0
poliwrath,scary-face,machine,0
poliwrath,sleep-talk,machine,0
poliwrath,substitute,machine,0
poliwrath,surf,machine,0
poliwrath,swift,machine,0
poliwrath,take-down,machine,0
poliwrath,taunt,machine,0
poliwrath,tera-blast,machine,0
poliwrath,thief,machine,0
poliwrath,throat-chop,machine,0
poliwrath,upper-hand,machine,0
poliwrath,vacuum-wave,machine,0
poliwrath,waterfall,machine,0
poliwrath,water-gun,level-up,1
poliwrath,water-pulse,machine,0
poliwrath,weather-ball,machine,0
poliwrath,whirlpool,machine,0
poliwrath,endeavor,egg,0
poliwrath,mist,egg,0
poliwrath,muddy-water,egg,0
poliwrath,splash,egg,0
poliwrath,water-pulse,egg,0
alakazam,ally-switch,machine,0
alakazam,ally-switch,level-up,15
alakazam,attract,machine,0
alakazam,body-slam,machine,0
alakazam,calm-mind,machine,0
alakazam,calm-mind,level-up,50
alakazam,confusion,level-up,1
alakazam,dazzling-gleam,machine,0
alakazam,disable,level-up,1
alakazam,drain-punch,machine,0
alakazam,encore,machine,0
alakazam,endure,machine,0
alakazam,energy-ball,machine,0
alakazam,expanding-force,machine,0
alakazam,facade,machine,0
alakazam,fire-punch,machine,0
alakazam,fling,machine,0
alakazam,focus-blast,machine,0
alakazam,foul-play,machine,0
alakazam,future-sight,machine,0
alakazam,future-sight,level-up,45
alakazam,giga-impact,machine,0
alakazam,grass-knot,machine,0
alakazam,guard-swap,machine,0
alakazam,hyper-beam,machine,0
alakazam,ice-punch,machine,0
alakazam,imprison,machine,0
alakazam,iron-tail,machine,0
alakazam,kinesis,level-up,1
alakazam,light-screen,machine,0
alakazam,magic-room,machine,0
alakazam,mega-kick,machine,0
alakazam,mega-punch,machine,0
alakazam,metronome,machine,0
alakazam,nasty-plot,machine,0
alakazam,power-swap,machine,0
alakazam,protect,machine,0
alakazam,psybeam,level-up,5
alakazam,psychic,machine,0
alakazam,psychic,level-up,35
alakazam,psychic-terrain,machine,0
alakazam,psycho-cut,machine,0
alakazam,psycho-cut,level-up,20
alakazam,psyshock,machine,0
alakazam,psyshock,level-up,30
alakazam,rain-dance,machine,0
alakazam,recover,level-up,25
alakazam,reflect,machine,0
alakazam,reflect,level-up,10
alakazam,rest,machine,0
alakazam,role-play,level-up,40
alakazam,round,machine,0
alakazam,safeguard,machine,0
alakazam,shadow-ball,machine,0
alakazam,skill-swap,machine,0
alakazam,sleep-talk,machine,0
alakazam,snore,machine,0
alakazam,speed-swap,machine,0
alakazam,stored-power,machine,0
alakazam,substitute,machine,0
alakazam,sunny-day,machine,0
alakazam,swift,machine,0
alakazam,taunt,machine,0
alakazam,teleport,level-up,1
alakazam,thief,machine,0
alakazam,thunder-punch,machine,0
alakazam,thunder-wave,machine,0
alakazam,tri-attack,machine,0
alakazam,trick,machine,0
alakazam,trick-room,machine,0
alakazam,wonder-room,machine,0
alakazam,zen-headbutt,machine,0
alakazam,confusion,egg,0
alakazam,guard-split,egg,0
alakazam,magic-coat,egg,0
alakazam-mega,ally-switch,machine,0
alakazam-mega,ally-switch,level-up,15
alakazam-mega,attract,machine,0
alakazam-mega,body-slam,machine,0
alakazam-mega,calm-mind,machine,0
alakazam-mega,calm-mind,level-up,50
alakazam-mega,confusion,level-up,1
alakazam-mega,dazzling-gleam,machine,0
alakazam-mega,disable,level-up,1
alakazam-mega,drain-punch,machine,0
alakazam-mega,encore,machine,0
alakazam-mega,endure,machine,0
alakazam-mega,energy-ball,machine,0
alakazam-mega,expanding-force,machine,0
alakazam-mega,facade,machine,0
alakazam-mega,fire-punch,machine,0
alakazam-mega,fling,machine,0
alakazam-mega,focus-blast,machine,0
alakazam-mega,foul-play,machine,0
alakazam-mega,future-sight,machine,0
alakazam-mega,future-sight,level-up,45
alakazam-mega,giga-impact,machine,0
alakazam-mega,grass-knot,machine,0
alakazam-mega,guard-swap,machine,0
alakazam-mega,hyper-beam,machine,0
alakazam-mega,ice-punch,machine,0
alakazam-mega,imprison,machine,0
alakazam-mega,iron-tail,machine,0
alakazam-mega,kinesis,level-up,1
alakazam-mega,light-screen,machine,0
alakazam-mega,magic-room,machine,0
alakazam-mega,mega-kick,machine,0
alakazam-mega,mega-punch,machine,0
alakazam-mega,metronome,machine,0
alakazam-mega,nasty-plot,machine,0
alakazam-mega,power-swap,machine,0
alakazam-mega,protect,machine,0
alakazam-mega,psybeam,level-up,5
alakazam-mega,psychic,machine,0
alakazam-mega,psychic,level-up,35
alakazam-mega,psychic-terrain,machine,0
alakazam-mega,psycho-cut,machine,0
alakazam-mega,psycho-cut,level-up,20
alakazam-mega,psyshock,machine,0
alakazam-mega,psyshock,level-up,30
alakazam-mega,rain-dance,machine,0
alakazam-mega,recover,level-up,25
alakazam-mega,reflect,machine,0
alakazam-mega,reflect,level-up,10
alakazam-mega,rest,machine,0
alakazam-mega,role-play,level-up,40
alakazam-mega,round,machine,0
alakazam-mega,safeguard,machine,0
alakazam-mega,shadow-ball,machine,0
alakazam-mega,skill-swap,machine,0
alakazam-mega,sleep-talk,machine,0
alakazam-mega,snore,machine,0
alakazam-mega,speed-swap,machine,0
alakazam-mega,stored-power,machine,0
alakazam-mega,substitute,machine,0
alakazam-mega,sunny-day,machine,0
alakazam-mega,swift,machine,0
alakazam-mega,taunt,machine,0
alakazam-mega,teleport,level-up,1
alakazam-mega,thief,machine,0
alakazam-mega,thunder-punch,machine,0
alakazam-mega,thunder-wave,machine,0
alakazam-mega,tri-attack,machine,0
alakazam-mega,trick,machine,0
alakazam-mega,trick-room,machine,0
alakazam-mega,wonder-room,machine,0
alakazam-mega,zen-headbutt,machine,0
alakazam-mega,confusion,egg,0
alakazam-mega,guard-split,egg,0
alakazam-mega,magic-coat,egg,0
bellsprout,acid,level-up,23
bellsprout,acid-spray,machine,0
bellsprout,bullet-seed,machine,0
bellsprout,clear-smog,egg,0
bellsprout,encore,machine,0
bellsprout,endure,machine,0
bellsprout,energy-ball,machine,0
bellsprout,facade,machine,0
bellsprout,gastro-acid,level-up,35
bellsprout,giga-drain,machine,0
bellsprout,grass-knot,machine,0
bellsprout,grassy-glide,machine,0
bellsprout,grassy-terrain,machine,0
bellsprout,growth,level-up,7
bellsprout,ingrain,egg,0
bellsprout,knock-off,machine,0
bellsprout,knock-off,level-up,27
bellsprout,leaf-storm,machine,0
bellsprout,leech-life,machine,0
bellsprout,lunge,machine,0
bellsprout,magical-leaf,machine,0
bellsprout,poison-jab,machine,0
bellsprout,poison-jab,level-up,41
bellsprout,poison-powder,level-up,15
bellsprout,pounce,machine,0
bellsprout,power-whip,level-up,52
bellsprout,protect,machine,0
bellsprout,razor-leaf,level-up,39
bellsprout,reflect,machine,0
bellsprout,rest,machine,0
bellsprout,seed-bomb,machine,0
bellsprout,slam,level-up,47
bellsprout,sleep-powder,level-up,13
bellsprout,sleep-talk,machine,0
bellsprout,sludge-bomb,machine,0
bellsprout,sludge-wave,machine,0
bellsprout,solar-beam,machine,0
bellsprout,strength-sap,egg,0
bellsprout,stun-spore,level-up,17
bellsprout,substitute,machine,0
bellsprout,sucker-punch,egg,0
bellsprout,sunny-day,machine,0
bellsprout,sweet-scent,level-up,29
bellsprout,swords-dance,machine,0
bellsprout,synthesis,egg,0
bellsprout,tera-blast,machine,0
bellsprout,thief,machine,0
bellsprout,tickle,egg,0
bellsprout,toxic,machine,0
bellsprout,trailblaze,machine,0
bellsprout,venoshock,machine,0
bellsprout,vine-whip,level-up,1
bellsprout,weather-ball,machine,0
bellsprout,worry-seed,egg,0
bellsprout,wrap,level-up,11
weepinbell,acid,level-up,24
weepinbell,acid-spray,machine,0
weepinbell,body-slam,machine,0
weepinbell,bug-bite,machine,0
weepinbell,bullet-seed,machine,0
weepinbell,encore,machine,0
weepinbell,endure,machine,0
weepinbell,energy-ball,machine,0
weepinbell,facade,machine,0
weepinbell,gastro-acid,level-up,39
weepinbell,giga-drain,machine,0
weepinbell,grass-knot,machine,0
weepinbell,grassy-glide,machine,0
weepinbell,grassy-terrain,machine,0
weepinbell,growth,level-up,7
weepinbell,knock-off,machine,0
weepinbell,knock-off,level-up,29
weepinbell,leaf-storm,machine,0
weepinbell,leech-life,machine,0
weepinbell,lunge,machine,0
weepinbell,magical-leaf,machine,0
weepinbell,poison-jab,machine,0
weepinbell,poison-jab,level-up,47
weepinbell,poison-powder,level-up,15
weepinbell,pounce,machine,0
weepinbell,power-whip,level-up,58
weepinbell,protect,machine,0
weepinbell,razor-leaf,level-up,44
weepinbell,reflect,machine,0
weepinbell,rest,machine,0
weepinbell,seed-bomb,machine,0
weepinbell,slam,level-up,54
weepinbell,sleep-powder,level-up,13
weepinbell,sleep-talk,machine,0
weepinbell,sludge-bomb,machine,0
weepinbell,sludge-wave,machine,0
weepinbell,solar-beam,machine,0
weepinbell,stun-spore,level-up,17
weepinbell,substitute,machine,0
weepinbell,sunny-day,machine,0
weepinbell,sweet-scent,level-up,32
weepinbell,swift,machine,0
weepinbell,swords-dance,machine,0
weepinbell,tera-blast,machine,0
weepinbell,thief,machine,0
weepinbell,toxic,machine,0
weepinbell,trailblaze,machine,0
weepinbell,venoshock,machine,0
weepinbell,vine-whip,level-up,1
weepinbell,weather-ball,machine,0
weepinbell,wrap,level-up,11
weepinbell,clear-smog,egg,0
weepinbell,ingrain,egg,0
weepinbell,strength-sap,egg,0
weepinbell,sucker-punch,egg,0
weepinbell,synthesis,egg,0
weepinbell,tickle,egg,0
weepinbell,worry-seed,egg,0
victreebel,acid-spray,machine,0
victreebel,body-slam,machine,0
victreebel,bug-bite,machine,0
victreebel,bullet-seed,machine,0
victreebel,encore,machine,0
victreebel,endure,machine,0
victreebel,energy-ball,machine,0
victreebel,facade,machine,0
victreebel,gastro-acid,level-up,39
victreebel,giga-drain,machine,0
